sentiment,content,sentiment_type
3,got custome iphone case artwork favorite blackbook piece link,no sentiment
3,new social network may debut google circles link done yet,no sentiment
0,glad standard navigation tools might one,cannot say
2,last year traveled heavythis year light ill get right next year left ipad home,positive
3,totally mean number companies seemed offering thing sad apple beat give guys,no sentiment
2,best thing seen fara man begging street corner money ipad front apple store sad,positive
3,smart apple opens popup store austin people get new ipads via,no sentiment
2,youre looking space dont stop arthaus link,positive
1,noticed dst coming weekend many iphone users hour late sxsw come sunday morning,negative
2,google spreadsheet parties year oo link,positive
2,google maps used provide common reference points printed fast paced ground reactions,positive
2,rt rt google launch major new social network called circles possibly today link,positive
2,micro usb charger samsung android kindle starting 11 pay 10 days link,positive
2,quotaustin guide lonely planetquot currently free app store,positive
3,marissa mayer google speaking mobile phone usage google maps surpassed online use past couple months,no sentiment
2,apple opening popup store downtown austin ipod launch link,positive
1,suck rt rt google preview major new social service circles today link,negative
2,wheres apple setup anyone get,positive
3,link apple opens temp store events start day good work apple,no sentiment
3,beautifully smart simple idea rt wrote ipad app link,no sentiment
2,sxsw ladies ipad bot twitter creator persistent guy chased last night,positive
2,ser cierto rt google launch major new social network called circles possibly today,positive
2,chimpit party plutopia google maybe movie starts today,positive
1,peter cashmore ipad minor improvement worth unless money burn,negative
2,following panel realtime google docs link thanks,positive
2,todays sessions 1 print design future link momipad link,positive
2,google announces checkins sxsw locationbased geofencing applications link,positive
3,anyone seevisit temporary apple store,no sentiment
2,tech interaction events ipad apps right link,positive
2,link rt google launch major new social network called circles,positive
2,today bulletproof ux strategy games amp design patterns google anatomy design decision,positive
2,note self never try convince person useful twitter day featuring amp apple product release,positive
2,coming social network doesnt mean theyre working something though,positive
2,im andor workshop would love chat afteward,positive
3,toolkit laptopcharger iphone h2o bike amp shades im walking apple ad touch rei whats,no sentiment
2,case rabbits forgot home apple opening popup store austin link,positive
2,right rain link,positive
2,anyone want sell old ipad,positive
1,iphone app would b pretty awesome didnt crash every mins extended browsing,negative
3,rt next life im coming back ipad women cant keep hands thing,no sentiment
2,rt launching products plenty else join us today link,positive
2,apples popup shop link,positive
2,n2 first meetings link codes valid 0035959p 1111,positive
2,heres pic winning ipad cc link cont link,positive
2,going compiled list top smartphone apps austin link,positive
2,quotyou google canadian tuxedo lose hoursquot,positive
2,one watch rt launch major new social network called circles possibly today link,positive
2,downloading featured artists link,positive
3,wish right lots action taking place sure fun nevertheless google find tons news,no sentiment
2,officially come grill mention us w youll get make iphone case,positive
3,checking new fast society app iphone kinda like group foursquare nice thanks sharing,no sentiment
2,brown paper coming windows popup apple store link,positive
0,id take hashtags scheen ipadipad2 tv sports tweets day needing filter link,cannot say
3,even begins wins link,no sentiment
2,im know im going austin tomorrow iphone definitely trying convince im going autism,positive
2,ipad store sold everything except gig wifi white,positive
2,thank rt great presentation future digital magazines link,positive
3,feature iphone week,no sentiment
3,first blog post grand opening apple popup store link,no sentiment
3,also ipad ordered dont stand line wasting valuable fellowship time,no sentiment
2,great free music free tracks music sampler available,positive
1,new circle game rt google tries launch new social network called circles link,negative
3,open quotupquot store across street two weeks umm genius isnt obvious cough cough,no sentiment
2,thank u ur tweet japan trying get donation booth im iphone plz help,positive
2,anyone want ipad im line pick one someone willing pay grab,positive
2,im watching quotesigning ipad interfaces new navigation schemasquot,positive
3,hey apple fans get peek space thats slated popup apple store tomorrow link,no sentiment
2,looking around sxswi would think apple tech company existence,positive
3,even begins apple wins techcrunch link,no sentiment
3,genius idea rt apple popup store link,no sentiment
2,omg guy next brandnew ipad trying understand twitter never used painful,positive
1,know bad unrsvp seeuse calendar,negative
2,watching talk guy hired jony ive apple,positive
2,whats best ipad app offline viewing program,positive
2,false alarm google circles coming nowand probably ever link link,positive
1,trying update software 40 iphone download app far luck wonder phone mexico,negative
2,new social network gt rt interrupt regularly scheduled geek programming big news link,positive
2,u r coming dwnld app amp ride 10 austin sxswilink see us booth,positive
2,location location location link via,positive
2,join sxsw next sunday 13 noon hilton austin coffee amp chat old act users amp show viporbit iphone,positive
